CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-7,-7,129.1,129.1,SUBAERIAL,,,s TE5 [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707971,,,,,,,,,,,,,,,,,,,,,69010
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / DAMAR / PACIFIC OCEAN,,-7.11,-7.11,128.55,128.55,SUBAERIAL,,,s DA4 [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,632,,,,,,,,,,,,,,,,,,,,22.7,4.34,,,,,,,,,,,,,,,,,,,,21.7,,16.3,4.16,0.512587,,,0.706554,,19.348,,15.716,,39.639,,,,,,,,,,,,,,,69031
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / ROMANG / PACIFIC OCEAN,,-7.4,-7.4,127.6,127.6,SUBAERIAL,,,s RO8B [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,368,,,,,,,,,,,,,,,,,,,,21.6,4.41,,,,,,,,,,,,,,,,,,,,,,,,0.51246,,,0.708648,,,,,,,,,,,,,,,,,,,,,69036
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,KAIBOBO PENINSULA,-3.08,-3.08,128.17,128.17,SUBAERIAL,,,s BK6C [3119],GRANITE [3119],,,,PLIOCENE [3119],,,,GRANOPHYRIC [3119] ,PLUTONIC ROCK,,,,,WHOLE_ROCK [3119] ,75.75,0.05,,12.83,,,,0.47,0.34,0.65,0.01,,5.55,3.38,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,8.8,,,0.7,20.4,3,17.2,13,,0,,,225,28.7,10.1,29.9,9.1,,,,,,,,,0.5,,,5.2,134,3.24,4.94,,,1.3,0.05,,0.2,,,,,1.22,0.2,1.9,1,1.9,,,,,,,,24.2,,2.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,69531
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,KAIBOBO PENINSULA,-3.08,-3.08,128.17,128.17,SUBAERIAL,,,s BK18C [3119],GRANITE [3119],,,,PLIOCENE [3119],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3119] ,74.02,0.51,,12.63,,,,3.29,1.6,1.08,0.05,,2.82,1.98,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,37.1,,,7.7,12.6,16.7,49.6,15.2,,2.2,,,117,91.6,23.1,145,10.8,,,,,,,,,0,,,5,385,26.8,45.8,,,4.8,0.97,,0.75,,,,,2.5,0.47,4.6,0.7,2.5,,,,,,,,23.4,,9.2,2,,,,,,,,,,,,,,,,,,,,,,,,,69532
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,KAIBOBO PENINSULA,-3.08,-3.08,128.17,128.17,SUBAERIAL,,,s BK19 [3119],GRANITE [3119],,,,PLIOCENE [3119],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3119] ,74.22,0.14,,13.17,,,,0.98,0.88,0.32,0.01,,4.06,3.56,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,3,23.4,13.3,,,,,184,44.3,26.1,84.5,7.5,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,69533
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,"LEITIMOR PENINSULA, WSW OF AMBON CITY",-3.61,-3.61,128.11,128.11,SUBAERIAL,,,s AM17 [3119],GRANITE [3119],,,,PLIOCENE [3119],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3119] ,69.02,0.46,,15.56,,,,3.37,2.93,1.43,0.06,,1,3.49,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,49.3,,,8.7,39.8,22,109,28.9,,,,,194,202,27.9,657,102,,,,,,,,,,,,1.2,269,27.7,55,,,5.3,0.93,,0.79,,,,,2.81,0.42,5.4,1.2,,,,,,,,,28.7,,11.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,69534
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,,-2.5,-3.5,131,131,SUBAERIAL,,,s BM42 [3119],GNEISS [3119],,,,PLIOCENE [3119],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [3119] ,61.56,0.84,,19.32,,,,5.78,0.2,1.72,0.1,,5.13,0.89,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,41,,,12.1,20.8,7,85,25,,,,,224,107,31.4,195,15.5,,,,,,,,,,,,13.8,517,53.3,84.4,,,8.8,1.7,,0.9,,,,,3.9,0.7,5.9,1,,,,,,,,,30.1,,17.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,69535
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,KAIBOBO PENINSULA,-3.08,-3.08,128.17,128.17,SUBAERIAL,,,s BK4E [3119],"LHERZOLITE, SPINEL, XENOLITH [3119]",,,,PLIOCENE [3119],,,,,MANTLE XENOLITH,,,,,WHOLE_ROCK [3119] ,41.9,0.14,,3.54,,,,7.61,3.08,35.28,0.13,,0.02,0.2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2613,,,99,1740,26,50,3.8,,,,,3.5,7.4,4.3,5.5,1.6,,,,,,,,,,,,0,47,0.4,0,,,0.2,0.15,,0.2,,,,,0.31,0.08,0.2,0,,,,,,,,,0,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,69536
[3119],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,"LEITIMOR PENINSULA, WSW OF AMBON CITY",-3.61,-3.61,128.11,128.11,SUBAERIAL,,,s AM33 [3119],PERIDOTITE [3119],,,,PLIOCENE [3119],,,,,MANTLE XENOLITH,,,,,WHOLE_ROCK [3119] ,43.21,0.17,,3.78,,,,7.64,3.26,36.55,0.13,,0.03,0.25,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2230,,,99,1690,12,36,5.5,,,,,4.7,4.8,5.6,11.8,2.5,,,,,,,,,,,,0,117,0.3,1.4,,,0.34,0.13,,0.1,,,,,0.37,0.05,0.2,0,,,,,,,,,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,69537
[3128],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BURU / WAHLUA COMPLEX / PACIFIC OCEAN,E INDONESIA,-3,-3,126.5,127.5,SUBAERIAL,,,s 86SNE1 [3128],SCHIST [3128],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [3128] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72866,,,,,,,,,,,,,,,,,,,,,74237
[3128],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BURU / WAHLUA COMPLEX / PACIFIC OCEAN,E INDONESIA,-3,-3,126.5,127.5,SUBAERIAL,,,s 86SNE2 [3128],SCHIST [3128],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [3128] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72853,,,,,,,,,,,,,,,,,,,,,74240
[3128],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / TEHORU COMPLEX / PACIFIC OCEAN,E INDONESIA,-3,-3.5,128,128.5,SUBAERIAL,,,s 86SNE3 [3128],SCHIST [3128],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [3128] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73505,,,,,,,,,,,,,,,,,,,,,74243
[3128],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / TEHORU COMPLEX / PACIFIC OCEAN,E INDONESIA,-3,-3.5,128,128.5,SUBAERIAL,,,s 86SNE9 [3128],SCHIST [3128],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [3128] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7325,,,,,,,,,,,,,,,,,,,,,74245
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE11SC [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708365,,,,,,,,,,,,,,,,,,,,,8397-SE11SC
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE17 [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,263,,,,,,,,,,,,,,,,,,,,9.27,2.45,,,,,,,,,,,,,,,,,,,,,,,,0.512494,,,0.708413,,,,,,,,,,,,,,,,,,,,,8397-SE17
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE21A3 [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,268,,,,,,,,,,,,,,,,,,,,11.9,2.81,,,,,,,,,,,,,,,,,,,,11.4,,5.15,1.33,0.512437,,,0.709013,,19.038,,15.695,,39.231,,,,,,,,,,,,,,,8397-SE21A3
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE23A [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708946,,,,,,,,,,,,,,,,,,,,,8397-SE23A
[3122][15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE25A [3122],ANDESITE [3122] / NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,59.3,,,,,,,,,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,266,,110.2,,,,,,,,,,,,,,,,,,12.8,3.11,,,,,,,,,0.3726,3.088,,,,,,,,,,11.4,,4.44,1.09,0.512403,,,0.709518,,19.019,,15.694,,39.226,,,,,,,,0.282689,,,,,,,8397-SE25A
[3122][3144],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE26A [3122],BASALT [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,56.5,0.69,,17.89,,,,6.94,8.76,4.58,0.18,,1.14,2.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,67,,,,20,46,72,,,,,,45,279,22,94,2,,,,,,,,,,,,,256,14,20,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,0.707792,,,,,,,,,,,,,,,,,,,,,8397-SE26A
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE27A [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,279,,,,,,,,,,,,,,,,,,,,10.5,2.64,,,,,,,,,,,,,,,,,,,,11.2,,4.33,1.3,0.512599,,,0.707596,,19.084,,15.696,,39.27,,,,,,,,,,,,,,,8397-SE27A
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE28A [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,260,,,,,,,,,,,,,,,,,,,,12.3,3.02,,,,,,,,,,,,,,,,,,,,,,,,0.512593,,,0.707548,,,,,,,,,,,,,,,,,,,,,8397-SE28A
[3122],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE2B [3122],ANDESITE [3122],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,263,,,,,,,,,,,,,,,,,,,,10.4,2.69,,,,,,,,,,,,,,,,,,,,,,,,0.512593,,,0.707563,,,,,,,,,,,,,,,,,,,,,8397-SE2B
[3122][15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE9A3 [3122],ANDESITE [3122] / NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3122] ,56,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,266,,87.12,,,,,,,,,,,,,,,,,,10.9,2.72,,,,,,,,,0.3455,2.512,,,,,,,,,,10.5,,3.71,0.91,0.512493,,,0.708352,,19.031,,15.689,,39.19,,,,,,,,0.282802,,,,,,,8397-SE9A3
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-1 [3140],"ANDESITE, BASALTIC [3140] / BASALT [2708]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,56.8,0.68,,17.66,,,,7.24,8.84,4.81,,,1.17,2.38,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630,,,,,,,,,,,,,,,,,46.5,249,,,,,,,,,,,,,,,1.6,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70746,,,,,,,,,,,,,,,,,,,,,8397-T-1
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-2 [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,59.01,0.72,,16.81,,,,6.58,8.16,4.7,,,1.21,2.3,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100,,,,,,,,,,,,,,,,,45.9,259,,,,,,,,,,,,,,,2.4,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70925,,,,,,,,,,,,,,,,,,,,,8397-T-2
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-3 [3140],ANDESITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,59.58,0.68,,16.89,,,,6.01,7.95,4.39,,,1.4,2.46,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500,,,,,,,,,,,,,,,,,53,263,,,,,,,,,,,,,,,3.1,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70915,,,,,,,,,,,,,,,,,,,,,8397-T-3
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-5 [3140],"ANDESITE, BASALTIC [3140] / BASALT [2708]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,57.46,0.69,,17,,,,6.82,9.1,4.89,,,1.04,2.45,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800,,,,,,,,,,,,,,,,,37.3,264,,,,,,,,,,,,,,,2.9,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70822,,,,,,,,,,,,,,,,,,,,,8397-T-5
[3140][2545][2713],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-7 [3140],"ANDESITE, BASALTIC [3140] / ANDESITE [2545]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,55.86,0.75,,16.53,,,,7.33,9.79,6.46,,,0.96,2.18,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720,,,,,,,,,,,,,,,,,33.7,266,,,,,,,,,,,,,,,2.2,238,,,,10.8,2.71,,,,,,,,,0.315,2.27,,,,,,,,,,,,,,0.51252,,,0.70842,,,,,,,,,,,,,,0.28274,,,,,,,8397-T-7
[3140][2545][2713],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-8 [3140],ANDESITE [3140],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,59.38,0.67,,16.6,,,,6.39,8.32,5,,,1.17,2.13,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,,,,,,,,,37.4,258,,,,,,,,,,,,,,,1.2,296,,,,12.6,3,,,,,,,,,0.353,2.9,,,,,,,,,,,,,,0.51242,,,0.70947,,,,,,,,,,,,,,0.28274,,,,,,,8397-T-8
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-1 [3140],DACITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,64.62,1.11,,14.76,,,,7.07,5.01,1.85,,,0.81,4.32,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390,,,,,,,,,,,,,,,,,18.1,175,,,,,,,,,,,,,,,0.45,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70475,,,,,,,,,,,,,,,,,,,,,8824-G-1
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-10 [3140],DACITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,63.84,0.96,,14.7,,,,7.25,4.94,1.68,,,0.83,5.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890,,,,,,,,,,,,,,,,,21.4,170,,,,,,,,,,,,,,,1.6,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70482,,,,,,,,,,,,,,,,,,,,,8824-G-10
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-2 [3140],DACITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,64.55,0.99,,14.65,,,,7.42,4.93,1.85,,,0.77,4.78,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,,,,,,,,,,,,,,,,,20.4,175,,,,,,,,,,,,,,,1.5,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70475,,,,,,,,,,,,,,,,,,,,,8824-G-2
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-3 [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,65.12,0.94,,15.03,,,,6.28,4.89,1.62,,,0.84,4.36,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6970,,,,,,,,,,,,,,,,,17.7,180,,,,,,,,,,,,,,,0.35,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70471,,,,,,,,,,,,,,,,,,,,,8824-G-3
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-5 [3140],DACITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,67.43,0.95,,14.29,,,,5.76,4.12,1.32,,,0.89,4.46,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390,,,,,,,,,,,,,,,,,24.7,163,,,,,,,,,,,,,,,1.1,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70475,,,,,,,,,,,,,,,,,,,,,8824-G-5
[3140][2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA ISLANDS / PACIFIC OCEAN,,-4.55,-4.55,129.78,129.78,SUBAERIAL,,,s G-6 [3140],DACITE [3140] / BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3140] ,67.81,0.92,,14.53,,,,5.63,4.05,1.26,,,0.91,4.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300,,,,,,,,,,,,,,,,,21.2,163,,,,,,,,,,,,,,,0.6,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70473,,,,,,,,,,,,,,,,,,,,,8824-G-6
